Sample ID,Project ID,Project Name,Tissue,Species/Substrate,Data repository,subject_id,target,seed_0,seed_1,seed_2,seed_3,seed_4,seed_5,seed_6,seed_7,seed_8,seed_9,seed_10,seed_11,seed_12,seed_13,seed_14,seed_15,seed_16,seed_17,seed_18,seed_19,seed_20,seed_21,seed_22,seed_23,seed_24,seed_25,seed_26,seed_27,seed_28,seed_29,seed_30,seed_31,seed_32,seed_33,seed_34,seed_35,seed_36,seed_37,seed_38,seed_39,seed_40,seed_41,seed_42,seed_43,seed_44,seed_45,seed_46,seed_47,seed_48,seed_49
H_37_S37_L001,,FARM-INN,hindgut,cow,on the server at CNR-IBBA,JBG8C-338,cow_hindgut,train,test,train,train,train,train,train,train,test,train,train,train,train,train,val,train,train,train,train,train,train,train,test,train,train,train,train,train,train,train,train,train,train,test,train,train,train,train,train,test,test,train,train,train,test,train,test,train,val,test
H_38_S38_L001,,FARM-INN,hindgut,cow,on the server at CNR-IBBA,JBG8C-11,cow_hindgut,train,train,train,test,train,train,test,train,train,test,val,train,val,train,train,train,train,test,train,train,train,test,val,train,test,test,train,val,train,train,train,train,train,train,test,train,train,train,train,train,train,train,train,train,train,test,train,train,train,train
H_39_S39_L001,,FARM-INN,hindgut,cow,on the server at CNR-IBBA,JBG8C-17,cow_hindgut,test,train,train,train,train,test,test,val,train,test,train,train,train,train,train,val,train,test,test,test,train,train,train,train,train,test,train,val,train,test,train,test,val,train,test,test,train,test,train,train,val,train,train,train,train,train,train,train,train,train
H_3_S3_L001,,FARM-INN,hindgut,cow,on the server at CNR-IBBA,JBG8C-314,cow_hindgut,train,train,train,train,train,val,test,test,train,train,train,train,train,test,train,train,train,train,train,train,train,train,test,train,train,train,test,train,test,train,train,test,test,val,train,val,train,train,train,test,train,val,train,train,test,val,val,train,train,train
H_40_S40_L001,,FARM-INN,hindgut,cow,on the server at CNR-IBBA,JBG8C-30,cow_hindgut,test,train,train,train,test,train,train,train,train,train,train,train,train,train,test,test,test,train,train,test,test,train,test,test,train,val,train,train,train,val,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,val,train,train
H_41_S41_L001,,FARM-INN,hindgut,cow,on the server at CNR-IBBA,JBG8C-73,cow_hindgut,train,test,train,test,train,train,test,test,train,train,train,train,train,train,test,train,val,train,train,train,train,train,train,train,train,train,train,train,train,train,val,train,val,test,test,train,train,train,train,train,train,test,test,train,test,val,train,val,train,train
H_42_S42_L001,,FARM-INN,hindgut,cow,on the server at CNR-IBBA,JBG8C-289,cow_hindgut,train,train,test,test,train,test,val,test,train,train,train,test,train,train,train,train,train,train,train,train,train,test,train,train,train,train,test,train,train,train,train,train,train,train,train,train,train,train,train,train,train,test,train,test,test,train,train,test,test,test
H_43_S43_L001,,FARM-INN,hindgut,cow,on the server at CNR-IBBA,JBG8C-294,cow_hindgut,test,train,train,train,test,test,train,train,train,test,test,train,train,train,train,train,train,train,train,train,train,test,train,train,train,train,train,train,train,train,test,train,test,train,test,val,train,train,train,val,test,train,train,val,train,train,train,test,train,train
H_44_S44_L001,,FARM-INN,hindgut,cow,on the server at CNR-IBBA,JBG8C-307,cow_hindgut,train,train,train,train,val,train,train,train,test,train,test,train,train,test,train,train,test,train,train,train,test,train,train,train,train,train,train,train,test,train,test,train,train,train,train,train,train,test,train,test,train,train,test,train,train,train,train,train,val,train
H_45_S45_L001,,FARM-INN,hindgut,cow,on the server at CNR-IBBA,JBG8C-8,cow_hindgut,train,train,val,train,train,train,train,train,test,train,train,train,train,test,val,train,val,train,train,train,train,val,train,val,train,test,train,train,train,test,train,train,test,test,train,test,train,train,train,train,train,train,train,test,val,train,train,train,train,train
H_46_S46_L001,,FARM-INN,hindgut,cow,on the server at CNR-IBBA,JBG8C-2 DEL 25-11,cow_hindgut,train,train,train,train,test,train,train,train,train,val,train,test,val,train,train,train,train,train,train,train,train,train,train,train,train,train,val,train,train,train,val,train,train,train,train,val,train,test,train,train,train,train,train,train,train,train,train,train,train,train
H_47_S47_L001,,FARM-INN,hindgut,cow,on the server at CNR-IBBA,JBG8C-2 DEL 11-11,cow_hindgut,train,train,train,val,train,train,test,train,train,train,test,train,train,train,train,train,test,test,train,train,val,val,train,val,train,train,train,test,train,train,train,test,train,train,train,train,train,train,val,test,train,train,train,train,train,test,train,train,train,train
H_48_S48_L001,,FARM-INN,hindgut,cow,on the server at CNR-IBBA,JBG8C-4,cow_hindgut,train,train,test,test,train,train,train,train,test,test,val,train,train,val,train,test,test,train,train,train,train,train,train,train,train,train,test,test,train,train,train,train,train,train,train,train,train,test,val,train,train,train,train,train,train,train,train,test,train,test
H_49_S49_L001,,FARM-INN,hindgut,cow,on the server at CNR-IBBA,JBG8C-12,cow_hindgut,train,train,train,train,train,train,val,train,train,test,train,train,train,train,train,test,train,train,train,test,val,train,train,train,test,train,train,test,test,train,train,train,train,test,val,train,test,val,train,train,train,train,train,train,train,test,test,train,train,train
H_4_S4_L001,,FARM-INN,hindgut,cow,on the server at CNR-IBBA,JBG8C-321,cow_hindgut,test,test,test,train,val,val,val,train,train,train,train,train,train,train,train,test,train,train,train,train,test,train,train,test,train,train,train,test,train,train,test,test,test,train,train,train,train,test,test,train,train,train,train,train,train,train,train,train,train,train
H_50_S50_L001,,FARM-INN,hindgut,cow,on the server at CNR-IBBA,JBG8C-20,cow_hindgut,train,train,train,train,train,train,train,train,train,train,test,test,train,val,val,train,train,train,test,test,train,train,test,train,train,train,test,train,test,train,test,train,test,train,train,train,train,train,train,test,test,train,train,test,train,test,test,train,test,test
H_51_S51_L001,,FARM-INN,hindgut,cow,on the server at CNR-IBBA,JBG8C-69,cow_hindgut,train,val,train,train,train,train,train,train,train,train,train,val,train,train,test,test,train,train,train,train,val,train,train,train,train,train,val,test,val,test,train,train,train,train,train,train,val,train,test,val,train,train,test,train,train,train,train,train,train,train
H_52_S52_L001,,FARM-INN,hindgut,cow,on the server at CNR-IBBA,JBG8C-295,cow_hindgut,train,val,train,train,test,test,train,train,train,train,train,train,train,train,train,val,train,train,train,train,train,train,train,train,test,train,test,train,train,train,val,train,train,train,val,train,test,train,train,train,test,test,train,train,train,train,test,train,train,train
H_53_S53_L001,,FARM-INN,hindgut,cow,on the server at CNR-IBBA,JBG8C-313,cow_hindgut,train,train,test,train,train,train,train,train,val,train,train,train,train,train,train,train,train,train,val,val,train,train,train,train,train,val,train,train,train,train,train,train,train,train,train,test,test,train,train,train,train,test,test,test,train,train,train,train,train,train
H_54_S54_L001,,FARM-INN,hindgut,cow,on the server at CNR-IBBA,JBG8C-325,cow_hindgut,train,test,train,train,train,train,train,train,train,val,train,val,test,train,train,test,val,train,train,train,test,test,train,train,test,train,train,train,train,train,train,train,train,train,train,train,test,test,train,train,train,train,train,val,train,train,train,train,test,val
H_55_S55_L001,,FARM-INN,hindgut,cow,on the server at CNR-IBBA,JBG8C-332,cow_hindgut,train,train,train,train,val,train,train,test,test,train,test,train,test,train,train,val,train,train,test,test,train,test,train,test,train,train,train,train,train,test,train,val,val,train,test,train,train,train,train,train,train,train,val,train,train,val,train,train,train,test
H_56_S56_L001,,FARM-INN,hindgut,cow,on the server at CNR-IBBA,JBG8C-355,cow_hindgut,test,train,val,train,train,train,train,test,train,test,val,train,test,test,train,train,train,test,train,train,test,train,train,test,val,train,train,train,val,train,train,train,train,train,train,test,test,train,val,val,test,train,val,test,val,test,test,test,test,train
H_5_S5_L001,,FARM-INN,hindgut,cow,on the server at CNR-IBBA,JBG8C-357,cow_hindgut,val,test,test,test,train,test,train,val,train,val,train,train,val,train,test,train,train,test,train,val,train,val,train,test,val,train,train,train,train,train,train,train,train,train,val,train,test,train,train,train,test,test,val,train,test,train,val,train,val,val
H_6_S6_L001,,FARM-INN,hindgut,cow,on the server at CNR-IBBA,JBG8C-359,cow_hindgut,train,val,train,val,test,train,train,train,train,train,train,val,test,train,test,train,train,train,test,test,train,train,test,train,train,train,train,train,test,train,test,train,train,train,train,train,train,train,train,test,train,train,test,train,test,test,test,test,train,train
H_7_S7_L001,,FARM-INN,hindgut,cow,on the server at CNR-IBBA,JBG8C-34,cow_hindgut,train,train,train,val,train,train,train,val,train,train,train,test,train,test,train,train,train,test,test,train,train,train,train,val,test,test,val,train,train,val,train,val,train,train,train,test,train,val,test,train,train,train,train,test,train,train,train,train,train,train
H_8_S8_L001,,FARM-INN,hindgut,cow,on the server at CNR-IBBA,JBG8C-338,cow_hindgut,train,test,train,train,train,train,train,train,test,train,train,train,train,train,val,train,train,train,train,train,train,train,test,train,train,train,train,train,train,train,train,train,train,test,train,train,train,train,train,test,test,train,train,train,test,train,test,train,val,test
H_9_S9_L001,,FARM-INN,hindgut,cow,on the server at CNR-IBBA,JBG8C-30,cow_hindgut,test,train,train,train,test,train,train,train,train,train,train,train,train,train,test,test,test,train,train,test,test,train,test,test,train,val,train,train,train,val,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,val,train,train
PRJEB77094_10_S10_L001,PRJEB77094,RABOLA,hindgut,cow,https://www.ebi.ac.uk/ena,PRJEB77094-183,cow_hindgut,train,train,train,test,val,train,train,train,val,test,train,test,train,val,train,train,train,train,train,test,train,train,train,val,test,train,val,train,test,train,train,train,train,train,train,test,test,train,train,train,train,train,test,test,test,train,train,train,train,test
PRJEB77094_11_S11_L001,PRJEB77094,RABOLA,hindgut,cow,https://www.ebi.ac.uk/ena,PRJEB77094-183,cow_hindgut,train,train,train,test,val,train,train,train,val,test,train,test,train,val,train,train,train,train,train,test,train,train,train,val,test,train,val,train,test,train,train,train,train,train,train,test,test,train,train,train,train,train,test,test,test,train,train,train,train,test
PRJEB77094_12_S12_L001,PRJEB77094,RABOLA,hindgut,cow,https://www.ebi.ac.uk/ena,PRJEB77094-183,cow_hindgut,train,train,train,test,val,train,train,train,val,test,train,test,train,val,train,train,train,train,train,test,train,train,train,val,test,train,val,train,test,train,train,train,train,train,train,test,test,train,train,train,train,train,test,test,test,train,train,train,train,test
PRJEB77094_13_S13_L001,PRJEB77094,RABOLA,hindgut,cow,https://www.ebi.ac.uk/ena,PRJEB77094-193,cow_hindgut,test,train,test,train,train,train,train,train,train,train,train,train,val,test,test,train,train,val,train,train,test,train,train,train,val,train,train,val,train,train,train,train,test,train,train,train,train,train,train,train,test,test,train,train,val,train,train,train,test,train
PRJEB77094_14_S14_L001,PRJEB77094,RABOLA,hindgut,cow,https://www.ebi.ac.uk/ena,PRJEB77094-193,cow_hindgut,test,train,test,train,train,train,train,train,train,train,train,train,val,test,test,train,train,val,train,train,test,train,train,train,val,train,train,val,train,train,train,train,test,train,train,train,train,train,train,train,test,test,train,train,val,train,train,train,test,train
PRJEB77094_15_S15_L001,PRJEB77094,RABOLA,hindgut,cow,https://www.ebi.ac.uk/ena,PRJEB77094-193,cow_hindgut,test,train,test,train,train,train,train,train,train,train,train,train,val,test,test,train,train,val,train,train,test,train,train,train,val,train,train,val,train,train,train,train,test,train,train,train,train,train,train,train,test,test,train,train,val,train,train,train,test,train
PRJEB77094_16_S16_L001,PRJEB77094,RABOLA,hindgut,cow,https://www.ebi.ac.uk/ena,PRJEB77094-202,cow_hindgut,train,train,val,train,train,train,train,test,val,train,train,train,train,test,train,train,val,train,val,train,train,test,train,test,train,train,train,train,train,val,test,train,test,train,test,val,train,test,train,train,train,train,test,train,train,train,train,train,train,train
PRJEB77094_17_S17_L001,PRJEB77094,RABOLA,hindgut,cow,https://www.ebi.ac.uk/ena,PRJEB77094-202,cow_hindgut,train,train,val,train,train,train,train,test,val,train,train,train,train,test,train,train,val,train,val,train,train,test,train,test,train,train,train,train,train,val,test,train,test,train,test,val,train,test,train,train,train,train,test,train,train,train,train,train,train,train
PRJEB77094_18_S18_L001,PRJEB77094,RABOLA,hindgut,cow,https://www.ebi.ac.uk/ena,PRJEB77094-202,cow_hindgut,train,train,val,train,train,train,train,test,val,train,train,train,train,test,train,train,val,train,val,train,train,test,train,test,train,train,train,train,train,val,test,train,test,train,test,val,train,test,train,train,train,train,test,train,train,train,train,train,train,train
